date,clone,tool,delta_bytes,tool_bytes_after,surface_bytes_after,sha
2026-09-10,work-ai3,modoki_press_key,0,2473,152960,c7d044992
2026-09-10,work-ai3,modoki_profiler,0,1880,152960,c7d044992
2026-09-10,work-ai3,modoki_project_settings,0,2015,152960,c7d044992
2026-09-10,work-ai3,modoki_read_asset_def,0,1098,152960,c7d044992
2026-09-10,work-ai3,modoki_reimport_asset,0,1171,152960,c7d044992
2026-09-10,work-ai3,modoki_render_scene,0,1709,152960,c7d044992
2026-09-10,work-ai3,modoki_render_sequence,0,1911,152960,c7d044992
2026-09-10,work-ai3,modoki_reparent_entity,0,700,152960,c7d044992
2026-09-10,work-ai3,modoki_resolve_refs,0,538,152960,c7d044992
2026-09-10,work-ai3,modoki_save_all,0,647,152960,c7d044992
2026-09-10,work-ai3,modoki_scene_query,0,3147,152960,c7d044992
2026-09-10,work-ai3,modoki_scroll,0,3436,152960,c7d044992
2026-09-10,work-ai3,modoki_select_sprite_slice,0,475,152960,c7d044992
2026-09-10,work-ai3,modoki_set_animation_view_mode,0,1644,152960,c7d044992
2026-09-10,work-ai3,modoki_set_collider_edit,0,379,152960,c7d044992
2026-09-10,work-ai3,modoki_set_game_view_device,0,1955,152960,c7d044992
2026-09-10,work-ai3,modoki_set_gizmo,0,100,152960,c7d044992
2026-09-10,work-ai3,modoki_set_playhead,0,759,152960,c7d044992
2026-09-10,work-ai3,modoki_set_scene_view_mode,0,338,152960,c7d044992
2026-09-10,work-ai3,modoki_set_selection,0,645,152960,c7d044992
2026-09-10,work-ai3,modoki_set_skin_mode,0,448,152960,c7d044992
2026-09-10,work-ai3,modoki_set_timescale,0,199,152960,c7d044992
2026-09-10,work-ai3,modoki_set_transform,0,1714,152960,c7d044992
2026-09-10,work-ai3,modoki_tap,0,3625,152960,c7d044992
2026-09-10,work-ai3,modoki_tap_handle,0,1642,152960,c7d044992
2026-09-10,work-ai3,modoki_timeline_add_clip,0,1296,152960,c7d044992
2026-09-10,work-ai3,modoki_timeline_set,0,797,152960,c7d044992
2026-09-10,work-ai3,modoki_type_text,0,1303,152960,c7d044992
2026-09-10,work-ai3,modoki_unused_assets,0,871,152960,c7d044992
2026-09-10,work-ai3,modoki_validate_prefab,0,771,152960,c7d044992
2026-09-10,work-ai3,modoki_validate_scene,0,380,152960,c7d044992
2026-09-10,work-ai3,modoki_wait_for_edit,0,1344,152960,c7d044992
2026-09-10,work-ai3,modoki_watch,0,4079,152960,c7d044992
2026-09-10,work-ai3,modoki_write_asset,0,2194,152960,c7d044992
2026-09-10,work-ai3,modoki_write_asset_meta,0,2860,152960,c7d044992
2026-09-10,work-ai3,modoki_write_player_prefs,0,2389,152960,c7d044992
2026-09-10,work-ai3,modoki_game_view_devices,300,750,153258,19828bb24
2026-09-10,work-ai3,modoki_set_game_view_device,-2,1953,153258,19828bb24
2026-09-11,work-ai3,modoki_ota_publish,213,2676,153471,72244eb5b
2026-09-12,work-ai3,modoki_press_key,361,2834,154113,0d034e370
2026-09-12,work-ai3,modoki_type_text,281,1584,154113,0d034e370
2026-09-12,work-ai3,modoki_press_key,336,3170,154869,d2276bdf6
2026-09-12,work-ai3,modoki_type_text,420,2004,154869,d2276bdf6
2026-09-13,work-ai3,modoki_history,305,1077,155174,d2758788a
2026-09-13,work-ai3,modoki_history,572,1649,155746,82099eeaa
2026-09-14,work-ai3,modoki_get_scene_state,168,3608,161610,0e87ad1c1
2026-09-15,work-ai3,modoki_get_scene_state,-25,3583,162691,e4fe243e8
2026-09-15,work-ai3,modoki_capture_gesture,14,955,163491,8b98e72f8
2026-09-15,work-ai3,modoki_create_entity,51,1341,163491,8b98e72f8
2026-09-15,work-ai3,modoki_delete_entities,9,534,163491,8b98e72f8
2026-09-15,work-ai3,modoki_drag,68,6676,163491,8b98e72f8
2026-09-15,work-ai3,modoki_duplicate_entity,37,1026,163491,8b98e72f8
2026-09-15,work-ai3,modoki_focus_entity,64,1140,163491,8b98e72f8
2026-09-15,work-ai3,modoki_get_editor_state,8,2268,163491,8b98e72f8
2026-09-15,work-ai3,modoki_get_layout_bounds,78,2135,163491,8b98e72f8
2026-09-15,work-ai3,modoki_hover,34,2949,163491,8b98e72f8
2026-09-15,work-ai3,modoki_play_clip,25,1323,163491,8b98e72f8
2026-09-15,work-ai3,modoki_pointer,34,4388,163491,8b98e72f8
2026-09-15,work-ai3,modoki_prefab,77,4433,163491,8b98e72f8
2026-09-15,work-ai3,modoki_reparent_entity,77,777,163491,8b98e72f8
2026-09-15,work-ai3,modoki_scroll,34,3758,163491,8b98e72f8
2026-09-15,work-ai3,modoki_set_selection,61,706,163491,8b98e72f8
2026-09-15,work-ai3,modoki_set_transform,95,1809,163491,8b98e72f8
2026-09-15,work-ai3,modoki_tap,34,4030,163491,8b98e72f8
2026-09-15,work-ai3,modoki_create_entity,265,1606,164082,449cc427f
2026-09-15,work-ai3,modoki_delete_entities,125,659,164082,449cc427f
2026-09-15,work-ai3,modoki_handles,76,3340,164082,449cc427f
2026-09-15,work-ai3,modoki_mutate_scene,125,2246,164082,449cc427f
2026-09-15,work-ai3,modoki_mutate_scene,4,2250,164086,01409691b
2026-09-15,work-ai3,modoki_editor_journal,5,4655,166674,1346cc513
2026-09-15,work-ai3,modoki_find_references,45,1324,166674,1346cc513
2026-09-15,work-ai3,modoki_get_editor_state,36,2304,166674,1346cc513
2026-09-15,work-ai3,modoki_get_layout_bounds,75,2210,166674,1346cc513
2026-09-15,work-ai3,modoki_get_scene_state,61,3644,166674,1346cc513
2026-09-15,work-ai3,modoki_mutate_scene,129,2462,166674,1346cc513
2026-09-15,work-ai3,modoki_prefab,77,4872,166674,1346cc513
2026-09-15,work-ai3,modoki_mutate_scene,254,2716,166928,46eedd09e
2026-09-16,work-ai3,modoki_create_folder,40,431,171084,b272dba16
2026-09-16,work-ai3,modoki_create_registered_asset,474,2189,171084,b272dba16
2026-09-16,work-ai3,modoki_eval_api,146,720,171084,b272dba16
2026-09-16,work-ai3,modoki_find_references,550,1874,171084,b272dba16
2026-09-16,work-ai3,modoki_focus_entity,168,1308,171084,b272dba16
2026-09-16,work-ai3,modoki_hit_regions,143,2649,171084,b272dba16
2026-09-16,work-ai3,modoki_input_watch,112,2237,171084,b272dba16
2026-09-16,work-ai3,modoki_list_assets,51,883,171084,b272dba16
2026-09-16,work-ai3,modoki_open_animation_editor,418,1609,171084,b272dba16
2026-09-16,work-ai3,modoki_open_nine_slice_editor,256,628,171084,b272dba16
2026-09-16,work-ai3,modoki_open_particle_editor,-65,462,171084,b272dba16
2026-09-16,work-ai3,modoki_open_skin_editor,505,1081,171084,b272dba16
2026-09-16,work-ai3,modoki_open_sprite_editor,256,865,171084,b272dba16
2026-09-16,work-ai3,modoki_set_collider_edit,110,489,171084,b272dba16
2026-09-16,work-ai3,modoki_set_scene_view_mode,54,392,171084,b272dba16
2026-09-16,work-ai3,modoki_set_skin_mode,49,497,171084,b272dba16
2026-09-16,work-ai3,modoki_unused_assets,585,1456,171084,b272dba16
2026-09-16,work-ai3,modoki_validate_prefab,304,1075,171084,b272dba16
2026-09-16,work-ai3,modoki_create_registered_asset,33,2222,172556,c8496e159
2026-09-16,work-ai3,modoki_delete_asset,80,3696,172556,c8496e159
2026-09-16,work-ai3,modoki_drag,165,6841,172556,c8496e159
2026-09-16,work-ai3,modoki_drag_handle,55,2053,172556,c8496e159
2026-09-16,work-ai3,modoki_eval,6,1597,172556,c8496e159
2026-09-16,work-ai3,modoki_hover,55,3004,172556,c8496e159
2026-09-16,work-ai3,modoki_load_scene,80,1102,172556,c8496e159
2026-09-16,work-ai3,modoki_new_scene,80,1514,172556,c8496e159
2026-09-16,work-ai3,modoki_pointer,55,4443,172556,c8496e159
2026-09-16,work-ai3,modoki_prefab,80,4952,172556,c8496e159
2026-09-16,work-ai3,modoki_scroll,55,3813,172556,c8496e159
2026-09-16,work-ai3,modoki_tap,55,4085,172556,c8496e159
2026-09-16,work-ai3,modoki_tap_handle,55,1697,172556,c8496e159
2026-09-16,work-ai3,modoki_write_asset,382,2625,172556,c8496e159
2026-09-16,work-ai3,modoki_write_asset_meta,236,3263,172556,c8496e159
